Ticker
A
AAPL
ABBV
ABT
ACN
ADI
ADM
ADP
ADSK
AEE
AEP
AIZ
AJG
AKAM
ALB
ALGN
ALLE
AMAT
AMD
AME
AMGN
AMP
AMT
ANET
AON
AOS
APA
APD
APH
ARE
AVB
AVY
AWK
AXP
AZO
BA
BAC
BAX
BBY
BDX
BEN
BIIB
BK
BLK
BMY
BR
BSX
BWA
BXP
C
CAG
CAH
CAT
CB
CCI
CDNS
CF
CFG
CHD
CHRW
CHTR
CINF
CL
CLX
CME
CMG
CMI
CNC
CNP
COO
COP
COST
CPB
CPRT
CRM
CSCO
CTAS
CTSH
D
DAL
DE
DFS
DG
DGX
DHI
DIS
DLTR
DOV
DPZ
DRI
DTE
DVA
DXCM
EA
ECL
ED
EFX
EIX
EL
EMN
EMR
EOG
EQIX
EQR
ES
ESS
EW
EXR
F
FANG
FAST
FCX
FDX
FE
FFIV
FIS
FITB
FMC
FRT
GD
GE
GILD
GIS
GM
GPC
GPN
GRMN
GWW
HAL
HAS
HBAN
HCA
HD
HES
HII
HLT
HOLX
HON
HPE
HPQ
HRL
HSIC
HST
HSY
HUM
ICE
IDXX
IEX
IFF
INTU
IP
IR
IRM
ISRG
IT
ITW
IVZ
JBHT
JCI
JKHY
JNJ
JNPR
JPM
K
KEY
KEYS
KHC
KIM
KMB
KMX
KO
KR
LDOS
LH
LKQ
LMT
LNT
LOW
LRCX
LUV
LVS
LYB
LYV
MAA
MAR
MCD
MCHP
MCK
MCO
MDLZ
MDT
MET
MGM
MHK
MKTX
MLM
MMC
MMM
MNST
MO
MOS
MPC
MRK
MSCI
MSI
MU
NCLH
NDAQ
NEE
NFLX
NI
NOC
NOW
NRG
NSC
NTAP
NTRS
NVR
O
ODFL
OKE
OMC
ORLY
OXY
PAYX
PCAR
PEG
PEP
PFE
PG
PH
PHM
PKG
PLD
PM
PNR
PNW
PPG
PRU
PSX
PWR
RCL
REG
REGN
RF
RJF
RL
RMD
ROK
ROL
ROP
ROST
RSG
SBUX
SCHW
SHW
SLB
SNPS
SO
SPG
SRE
STT
STX
SWK
SWKS
SYF
SYK
T
TAP
TEL
TJX
TMO
TMUS
TROW
TRV
TSCO
TSN
TTWO
TXN
TXT
TYL
UAL
UDR
UHS
ULTA
UNP
UPS
URI
USB
V
VMC
VRSK
VRSN
VTR
VZ
WAT
WBA
WDC
WEC
WM
WMB
WRB
WST
WY
WYNN
XEL
XOM
XYL
YUM
ZBH
ZTS
